"male" "i1" "i2" "i3" "i4"
"522" 0 1 1 1 0
"523" 0 1 1 1 0
"524" 0 1 1 1 0
"525" 0 1 1 1 0
"526" 0 1 1 1 0
"527" 0 1 1 1 0
"528" 0 1 1 1 0
"529" 0 1 1 1 0
"530" 0 1 1 1 0
"531" 0 1 1 1 0
"532" 0 1 1 1 0
"533" 0 1 1 1 0
"534" 0 1 1 1 0
"535" 0 1 1 1 0
"536" 0 1 1 1 0
"537" 0 1 1 1 0
"538" 0 1 1 1 0
"539" 0 1 1 1 0
"540" 0 1 1 1 0
"541" 1 1 1 1 0
"542" 1 1 1 1 0
"543" 1 1 1 1 0
"544" 1 1 1 1 0
"545" 1 1 1 1 0
"546" 1 1 1 1 0
"547" 1 1 1 1 0
"548" 1 1 1 1 0
"549" 1 1 1 1 0
"550" 1 1 1 1 0
"551" 0 1 1 1 1
"552" 0 1 1 1 1
"553" 0 1 1 1 1
"554" 0 1 1 1 1
"555" 0 1 1 1 1
"556" 0 1 1 1 1
"557" 0 1 1 1 1
"558" 0 1 1 1 1
"559" 0 1 1 1 1
"560" 0 1 1 1 1
"561" 0 1 1 1 1
"562" 0 1 1 1 1
"563" 0 1 1 1 1
"564" 0 1 1 1 1
"565" 0 1 1 1 1
"566" 0 1 1 1 1
"567" 0 1 1 1 1
"568" 0 1 1 1 1
"569" 0 1 1 1 1
"570" 0 1 1 1 1
"571" 0 1 1 1 1
"572" 0 1 1 1 1
"573" 0 1 1 1 1
"574" 0 1 1 1 1
"575" 0 1 1 1 1
"576" 0 1 1 1 1
"577" 0 1 1 1 1
"578" 0 1 1 1 1
"579" 0 1 1 1 1
"580" 0 1 1 1 1
"581" 0 1 1 1 1
"582" 0 1 1 1 1
"583" 0 1 1 1 1
"584" 0 1 1 1 1
"585" 0 1 1 1 1
"586" 0 1 1 1 1
"587" 0 1 1 1 1
"588" 0 1 1 1 1
"589" 0 1 1 1 1
"590" 0 1 1 1 1
"591" 0 1 1 1 1
"592" 0 1 1 1 1
"593" 0 1 1 1 1
"594" 0 1 1 1 1
"595" 0 1 1 1 1
"596" 0 1 1 1 1
"597" 0 1 1 1 1
"598" 0 1 1 1 1
"599" 0 1 1 1 1
"600" 0 1 1 1 1
"601" 0 1 1 1 1
"602" 1 1 1 1 1
"603" 1 1 1 1 1
"604" 1 1 1 1 1
"605" 1 1 1 1 1
"606" 1 1 1 1 1
"607" 1 1 1 1 1
"608" 1 1 1 1 1
"609" 1 1 1 1 1
"610" 1 1 1 1 1
"611" 1 1 1 1 1
"612" 1 1 1 1 1
"613" 1 1 1 1 1
"614" 1 1 1 1 1
"615" 1 1 1 1 1
"616" 1 1 1 1 1
"617" 1 1 1 1 1
"618" 1 1 1 1 1
"619" 1 1 1 1 1
"620" 1 1 1 1 1
"621" 1 1 1 1 1
"622" 1 1 1 1 1
"623" 1 1 1 1 1
"624" 1 1 1 1 1
"625" 1 1 1 1 1
"626" 1 1 1 1 1
"627" 1 1 1 1 1
"628" 1 1 1 1 1
"629" 1 1 1 1 1
"630" 1 1 1 1 1
"631" 1 1 1 1 1
"632" 1 1 1 1 1
"633" 1 1 1 1 1
"634" 1 1 1 1 1
"635" 1 1 1 1 1
"636" 1 1 1 1 1
"637" 1 1 1 1 1
"638" 1 1 1 1 1
"639" 1 1 1 1 1
"640" 1 1 1 1 1
"641" 1 1 1 1 1
"642" 1 1 1 1 1
"643" 1 1 1 1 1
"644" 1 1 1 1 1
"645" 1 1 1 1 1
"646" 1 1 1 1 1
"647" 1 1 1 1 1
"648" 1 1 1 1 1
"649" 1 1 1 1 1
"650" 1 1 1 1 1
"651" 1 1 1 1 1
"652" 1 1 1 1 1
"653" 1 1 1 1 1
"654" 1 1 1 1 1
"655" 1 1 1 1 1
"656" 1 1 1 1 1
"657" 1 1 1 1 1
"658" 1 1 1 1 1
